Train,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Vande_Bharat_Express,1/04/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 02 Apr,16h 10m,2 stops,No info,992
Sampark_Kranti_Express,18/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,703
Shatabdi_Express,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,495
Rajdhani_Express,9/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,567
Rajdhani_Express,9/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,722
Rajdhani_Express,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,706
Rajdhani_Express,6/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,482
Rajdhani_Express,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No info,1457
Rajdhani_Express,27/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,414
Vande_Bharat_Express,24/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 25 May,15h 20m,2 stops,No info,1387
Rajdhani_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 25 Jun,23h 35m,1 stop,In-flight meal not included,1026
Rajdhani_Express,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 22 May,23h 50m,2 stops,No info,1512
Sampark_Kranti_Express,9/04/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 10 Apr,13h 50m,1 stop,No info,664
Rajdhani_Express,1/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,480
Rajdhani_Express,09/03/2019,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,4h 5m,1 stop,No info,574
Shatabdi_Express,9/06/2019,Delhi,Cochin,DEL → HYD → COK,05:55,13:35,7h 40m,1 stop,No info,519
Rajdhani_Express,18/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,433
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,641
Vande_Bharat_Express,18/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,06:45,16:20,9h 35m,2 stops,No info,1293
Rajdhani_Express,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,20:20,11h 25m,1 stop,In-flight meal not included,783
Rajdhani_Express,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 02 May,12h 10m,1 stop,In-flight meal not included,858
Rajdhani_Express,24/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,576
Rajdhani_Express,21/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,804
Tejas_Express,6/03/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,1241
Vande_Bharat_Express,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,12h 25m,1 stop,No info,836
Sampark_Kranti_Express,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,735
Vande_Bharat_Express,01/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,22:10,11h 5m,2 stops,Change airports,1357
Sampark_Kranti_Express,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,1162
Vande_Bharat_Express,6/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,1272
Rajdhani_Express,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,23:25,15h,1 stop,No info,1375
Rajdhani_Express,15/05/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,641
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,08:35,21:20,12h 45m,2 stops,No info,649
Rajdhani_Express,24/03/2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,1h 30m,non-stop,No info,567
Vande_Bharat_Express,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,11:10 13 May,25h 45m,1 stop,No info,889
Rajdhani_Express,3/03/2019,Delhi,Cochin,DEL → BOM → COK,21:50,18:50 04 Mar,21h,1 stop,No info,1702
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,1036
Rajdhani_Express,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 10 Jun,22h 15m,1 stop,No info,1457
Rajdhani_Express,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,15:15,8h 15m,1 stop,In-flight meal not included,783
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,No info,1415
Sampark_Kranti_Express,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,19:15,8h 30m,1 stop,No info,715
Garib_Rath,15/04/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,519
Sampark_Kranti_Express,6/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:35 07 Mar,10h 30m,2 stops,No info,2148
Rajdhani_Express,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 07 Jun,12h 10m,1 stop,In-flight meal not included,681
Rajdhani_Express,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35 07 Mar,5h,1 stop,No info,1329
Rajdhani_Express,9/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 10 Apr,2h 35m,non-stop,No info,417
Rajdhani_Express,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 28 Jun,17h 25m,2 stops,In-flight meal not included,1115
Rajdhani_Express,24/04/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,591
Vande_Bharat_Express,27/06/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No info,890
Vande_Bharat_Express,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,17:00,03:40 13 Mar,10h 40m,1 stop,No info,876
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 28 Mar,8h 40m,1 stop,No info,1224
Vande_Bharat_Express,24/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,04:40 25 May,9h 40m,1 stop,No info,632
Humsafar_Express,24/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,354
Sampark_Kranti_Express,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,1505
Rajdhani_Express,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,18:25 13 Mar,23h 30m,1 stop,In-flight meal not included,1108
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 10 May,8h 40m,1 stop,No info,1394
Humsafar_Express,1/06/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,731
Rajdhani_Express,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00 10 May,23h 50m,2 stops,No info,1512
Rajdhani_Express,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 25 May,12h 55m,1 stop,In-flight meal not included,966
Rajdhani_Express,24/04/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,506
Vande_Bharat_Express,27/06/2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,890
Humsafar_Express,21/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No info,414
Sampark_Kranti_Express,9/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,1358
Rajdhani_Express,6/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 07 Jun,6h 35m,1 stop,In-flight meal not included,1026
Rajdhani_Express,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15 16 Mar,18h 10m,1 stop,No info,1228
Rajdhani_Express,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 16 May,21h 25m,1 stop,No info,1478
Rajdhani_Express,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 19 May,24h 55m,1 stop,In-flight meal not included,966
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,1968
Vande_Bharat_Express,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,23:15,13h 15m,1 stop,No info,1020
Rajdhani_Express,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 16 May,22h 10m,1 stop,No info,1394
Vande_Bharat_Express,01/03/2019,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,2570
Rajdhani_Express,9/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 10 Jun,14h 25m,1 stop,In-flight meal not included,1026
Humsafar_Express,1/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,354
Humsafar_Express,6/04/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,384
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,1555
Rajdhani_Express,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,1084
Rajdhani_Express,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 13 Jun,21h 25m,1 stop,No info,1269
Rajdhani_Express,9/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,321
Vande_Bharat_Express,15/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,960
Sampark_Kranti_Express,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 16 Jun,12h 30m,1 stop,No info,1337
Rajdhani_Express,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:10 25 Mar,23h 15m,1 stop,In-flight meal not included,1113
Sampark_Kranti_Express,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,21:00,12h 5m,1 stop,No info,805
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 28 Mar,10h 55m,1 stop,No info,1224
Vande_Bharat_Express,09/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,23:20 13 Mar,25h 20m,1 stop,No info,842
Humsafar_Express,15/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,275
Humsafar_Express,27/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 28 May,2h 55m,non-stop,No info,331
Rajdhani_Express,12/06/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,422
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,05:05 02 Mar,20h 10m,1 stop,1 Long layover,2689
Sampark_Kranti_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No info,1252
Humsafar_Express,21/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,384
Rajdhani_Express,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,1268
Rajdhani_Express,6/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 07 Jun,19h,2 stops,No info,1388
Rajdhani_Express,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 19 May,26h 55m,2 stops,No info,1512
Rajdhani_Express,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,1084
Rajdhani_Express,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,08:15 13 Mar,10h 50m,1 stop,No info,1254
Rajdhani_Express,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 10 Jun,9h 45m,1 stop,No info,1417
Rajdhani_Express,3/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 04 Mar,9h 35m,1 stop,No info,1487
Rajdhani_Express,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Jun,18h 45m,2 stops,In-flight meal not included,1036
Sampark_Kranti_Express,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,1507
Rajdhani_Express,21/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 22 May,2h 40m,non-stop,No info,480
Humsafar_Express,9/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,387
Humsafar_Express,24/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,384
Shatabdi_Express,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,545
Rajdhani_Express,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,1478
Rajdhani_Express,9/03/2019,Delhi,Cochin,DEL → BOM → COK,21:50,18:50 10 Mar,21h,1 stop,No info,1576
Tejas_Express,12/06/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,466
Rajdhani_Express,24/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,956
Rajdhani_Express,15/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,719
Rajdhani_Express,6/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 07 Mar,8h 40m,1 stop,No info,1576
Rajdhani_Express,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,12:00 07 May,21h 55m,1 stop,No info,1438
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 28 Mar,8h 40m,1 stop,In-flight meal not included,654
Humsafar_Express,24/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,362
Sampark_Kranti_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,826
Humsafar_Express,18/05/2019,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:30,7h 15m,1 stop,No info,1094
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,507
Rajdhani_Express,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6h 40m,1 stop,In-flight meal not included,913
Tejas_Express,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 13 Jun,24h,1 stop,No info,808
Rajdhani_Express,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:25,5h 25m,1 stop,No info,2227
Vande_Bharat_Express,1/04/2019,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,10:00 02 Apr,27h,2 stops,No info,983
Rajdhani_Express,3/03/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:35 04 Mar,7h,1 stop,No info,1487
Rajdhani_Express,12/03/2019,Mumbai,Hyderabad,BOM → VNS → DEL → HYD,06:30,16:35,10h 5m,2 stops,No info,2352
Rajdhani_Express,6/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,801
Rajdhani_Express,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,16:10,9h 10m,1 stop,No info,1228
Sampark_Kranti_Express,12/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,700
Rajdhani_Express,3/06/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,480
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1 stop,No info,682
Vande_Bharat_Express,12/05/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,310
Rajdhani_Express,15/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,275
Rajdhani_Express,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 10 May,24h 40m,1 stop,No info,1306
Shatabdi_Express,15/04/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,389
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 13 Jun,18h 45m,2 stops,In-flight meal not included,1036
Humsafar_Express,18/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,non-stop,No check-in baggage included,427
Humsafar_Express,24/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,331
Sampark_Kranti_Express,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,In-flight meal not included,1513
Sampark_Kranti_Express,9/04/2019,Delhi,Cochin,DEL → HYD → COK,07:05,18:10,11h 5m,1 stop,No info,660
Tejas_Express,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40 25 May,26h 20m,1 stop,No info,845
Rajdhani_Express,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 02 May,21h 25m,1 stop,In-flight meal not included,931
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,638
Sampark_Kranti_Express,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30 25 Jun,14h,1 stop,No info,1337
Rajdhani_Express,3/03/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,non-stop,No info,567
Garib_Rath,18/05/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 19 May,2h 50m,non-stop,No info,448
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 28 May,22h 35m,1 stop,In-flight meal not included,1289
Rajdhani_Express,03/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,764
Rajdhani_Express,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17h 5m,1 stop,No info,1457
Rajdhani_Express,27/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,404
Vande_Bharat_Express,18/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,14h 35m,2 stops,No info,1172
Humsafar_Express,18/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,387
Vande_Bharat_Express,9/05/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 10 May,12h 45m,1 stop,No info,748
Rajdhani_Express,21/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,854
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,11:25 02 Mar,12h 35m,1 stop,1 Long layover,3182
Rajdhani_Express,1/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,359
Rajdhani_Express,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,15:15 13 Mar,17h 50m,1 stop,No info,1381
Rajdhani_Express,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,1457
Garib_Rath,15/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 16 Jun,14h 25m,1 stop,No info,685
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 29 May,29h 20m,2 stops,No info,1670
Humsafar_Express,27/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,357
Tejas_Express,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 16 May,25h 50m,1 stop,No info,934
Rajdhani_Express,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 16 Jun,22h 55m,2 stops,No info,1301
Sampark_Kranti_Express,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,1379
Vande_Bharat_Express,03/03/2019,Banglore,New Delhi,BLR → HBX → BOM → NAG → DEL,12:00,10:35 07 Mar,22h 35m,3 stops,No info,1235
Sampark_Kranti_Express,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:35 10 Mar,7h 20m,1 stop,In-flight meal not included,1408
Rajdhani_Express,3/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,359
Rajdhani_Express,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 25 May,13h 20m,1 stop,No info,1373
Rajdhani_Express,21/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 22 May,8h 40m,1 stop,In-flight meal not included,1289
Rajdhani_Express,6/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 07 Jun,12h 25m,1 stop,No info,1471
Tejas_Express,12/04/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,540
Rajdhani_Express,24/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,576
Garib_Rath,24/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,562
Rajdhani_Express,18/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,500
Vande_Bharat_Express,6/05/2019,Delhi,Cochin,,09:45,09:25 07 May,23h 40m,,No info,748
Vande_Bharat_Express,21/03/2019,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,19:15 22 Mar,30h 55m,2 stops,No info,1070
Sampark_Kranti_Express,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,1372
Rajdhani_Express,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 13 May,13h 20m,1 stop,No info,1438
Vande_Bharat_Express,6/06/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 07 Jun,15h 20m,2 stops,No info,1303
Rajdhani_Express,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 02 Mar,23h 40m,1 stop,No info,2227
Rajdhani_Express,27/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 May,5h 45m,1 stop,No info,676
Garib_Rath,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,519
Rajdhani_Express,24/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,499
Rajdhani_Express,1/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,858
Vande_Bharat_Express,15/06/2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25 16 Jun,20h 55m,1 stop,No info,748
Rajdhani_Express,27/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,519
Rajdhani_Express,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,1036
Rajdhani_Express,6/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,804
Rajdhani_Express,9/03/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,08:20,04:25 10 Mar,20h 5m,2 stops,No info,1890
Vande_Bharat_Express,1/04/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,05:25 02 Apr,22h 25m,2 stops,No info,1284
Vande_Bharat_Express,1/03/2019,Delhi,Cochin,DEL → BLR → COK,09:45,08:15 02 Mar,22h 30m,1 stop,No info,2279
Rajdhani_Express,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,1457
Rajdhani_Express,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15 07 Mar,18h 10m,1 stop,In-flight meal not included,1350
Humsafar_Express,27/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,333
Sampark_Kranti_Express,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,735
Sampark_Kranti_Express,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,807
Rajdhani_Express,21/03/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:35,1h 25m,non-stop,No info,404
Rajdhani_Express,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 10 Mar,26h 10m,1 stop,No info,1502
Vande_Bharat_Express,24/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 25 Jun,23h 40m,2 stops,No info,1097
Sampark_Kranti_Express,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,703
Rajdhani_Express,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,1555
Vande_Bharat_Express,12/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,522
Rajdhani_Express,1/06/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,563
Vande_Bharat_Express,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 28 Jun,19h 40m,2 stops,No info,965
Rajdhani_Express,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 25 May,15h 10m,1 stop,In-flight meal not included,858
Humsafar_Express,21/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,201
Tejas_Express,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 25 May,27h 5m,1 stop,No info,934
Rajdhani_Express,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50 22 Mar,32h 5m,2 stops,In-flight meal not included,927
Rajdhani_Express,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,1329
Rajdhani_Express,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,17:35,19:45 28 Mar,26h 10m,2 stops,In-flight meal not included,809
Vande_Bharat_Express,6/06/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 07 Jun,23h 40m,1 stop,No info,795
Rajdhani_Express,12/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 13 Jun,6h 55m,1 stop,No info,588
Rajdhani_Express,6/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,801
Humsafar_Express,18/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,417
Sampark_Kranti_Express,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,1069
